sales_key,order_id,customer_key,customer_id,customer_name,city,product_key,product_name,category,amount,quantity,status,order_date
168,ORD-2026-10168,15,CUST-1015,Enterprise Client 15,Sydney,1,DataPulse Suite v4,Cloud Software,26727.4,2,COMPLETED,2026-07-20 16:41:00
169,ORD-2026-10169,42,CUST-1042,Enterprise Client 42,Austin,10,GPU Acceleration Node,AI Infrastructure,42169.19,3,COMPLETED,2026-01-03 18:44:00
170,ORD-2026-10170,4,CUST-1004,Enterprise Client 4,Toronto,4,Quantum Blade Server X1,Enterprise Hardware,33398.17,4,COMPLETED,2026-04-22 15:28:00
171,ORD-2026-10171,20,CUST-1020,Enterprise Client 20,Chicago,10,GPU Acceleration Node,AI Infrastructure,70230.22,5,COMPLETED,2026-08-08 10:17:00
172,ORD-2026-10172,49,CUST-1049,Enterprise Client 49,Seattle,9,Predictive Engine AI,Analytics Suite,28832.45,5,PENDING,2026-07-01 18:02:00
173,ORD-2026-10173,31,CUST-1031,Enterprise Client 31,Berlin,10,GPU Acceleration Node,AI Infrastructure,41482.66,3,COMPLETED,2026-01-20 11:18:00
174,ORD-2026-10174,18,CUST-1018,Enterprise Client 18,Tokyo,14,Security Audit Agent,Cybersecurity,7815.23,3,COMPLETED,2026-04-26 16:59:00
175,ORD-2026-10175,48,CUST-1048,Enterprise Client 48,Sydney,9,Predictive Engine AI,Analytics Suite,10663.2,2,COMPLETED,2026-07-21 18:29:00
176,ORD-2026-10176,43,CUST-1043,Enterprise Client 43,Tokyo,1,DataPulse Suite v4,Cloud Software,43732.24,3,CANCELLED,2026-05-08 18:07:00
177,ORD-2026-10177,29,CUST-1029,Enterprise Client 29,Toronto,15,Identity Vault Pro,Cybersecurity,5549.23,1,CANCELLED,2026-03-20 15:26:00
178,ORD-2026-10178,13,CUST-1013,Enterprise Client 13,Sydney,6,Edge Compute Gateway,Enterprise Hardware,5417.33,1,COMPLETED,2026-06-26 08:32:00
179,ORD-2026-10179,17,CUST-1017,Enterprise Client 17,San Francisco,5,Storage Array SAN-500,Enterprise Hardware,9572.19,1,COMPLETED,2026-02-07 13:41:00
180,ORD-2026-10180,4,CUST-1004,Enterprise Client 4,Toronto,1,DataPulse Suite v4,Cloud Software,14607.36,1,PENDING,2026-04-16 13:49:00
181,ORD-2026-10181,48,CUST-1048,Enterprise Client 48,Sydney,10,GPU Acceleration Node,AI Infrastructure,13964.94,1,COMPLETED,2026-02-17 11:11:00
182,ORD-2026-10182,37,CUST-1037,Enterprise Client 37,San Francisco,7,BI Analytics Studio,Analytics Suite,31209.7,3,COMPLETED,2026-01-20 08:51:00
183,ORD-2026-10183,48,CUST-1048,Enterprise Client 48,Sydney,4,Quantum Blade Server X1,Enterprise Hardware,13785.96,2,COMPLETED,2026-04-30 10:58:00
184,ORD-2026-10184,9,CUST-1009,Enterprise Client 9,Tokyo,8,Stream Processing Hub,Analytics Suite,25439.45,2,COMPLETED,2026-07-03 16:46:00
185,ORD-2026-10185,32,CUST-1032,Enterprise Client 32,Berlin,15,Identity Vault Pro,Cybersecurity,22156.75,4,COMPLETED,2026-01-16 10:01:00
186,ORD-2026-10186,2,CUST-1002,Enterprise Client 2,Seattle,8,Stream Processing Hub,Analytics Suite,57646.75,4,COMPLETED,2026-06-23 16:02:00
187,ORD-2026-10187,9,CUST-1009,Enterprise Client 9,Tokyo,7,BI Analytics Studio,Analytics Suite,27290.68,3,CANCELLED,2026-04-24 14:47:00
188,ORD-2026-10188,7,CUST-1007,Enterprise Client 7,San Francisco,5,Storage Array SAN-500,Enterprise Hardware,35055.97,4,COMPLETED,2026-07-19 15:04:00
189,ORD-2026-10189,46,CUST-1046,Enterprise Client 46,Berlin,2,Cloud Sync Pro,Cloud Software,24500.43,2,COMPLETED,2026-01-27 14:34:00
190,ORD-2026-10190,13,CUST-1013,Enterprise Client 13,Sydney,3,API Gateway Enterprise,Cloud Software,40902.25,5,COMPLETED,2026-07-14 18:55:00
191,ORD-2026-10191,10,CUST-1010,Enterprise Client 10,Austin,8,Stream Processing Hub,Analytics Suite,14478.54,1,CANCELLED,2026-04-01 13:44:00
192,ORD-2026-10192,34,CUST-1034,Enterprise Client 34,Berlin,1,DataPulse Suite v4,Cloud Software,25557.43,2,CANCELLED,2026-02-28 08:45:00
193,ORD-2026-10193,29,CUST-1029,Enterprise Client 29,Toronto,14,Security Audit Agent,Cybersecurity,2364.42,1,COMPLETED,2026-05-11 15:24:00
194,ORD-2026-10194,20,CUST-1020,Enterprise Client 20,Chicago,14,Security Audit Agent,Cybersecurity,7869.44,3,CANCELLED,2026-06-14 08:14:00
195,ORD-2026-10195,43,CUST-1043,Enterprise Client 43,Tokyo,2,Cloud Sync Pro,Cloud Software,11998.43,1,CANCELLED,2026-03-11 10:16:00
196,ORD-2026-10196,5,CUST-1005,Enterprise Client 5,Austin,5,Storage Array SAN-500,Enterprise Hardware,19576.75,2,PENDING,2026-08-01 15:32:00
197,ORD-2026-10197,45,CUST-1045,Enterprise Client 45,New York,13,Zero Trust Shield,Cybersecurity,11384.43,5,PENDING,2026-08-13 11:27:00
198,ORD-2026-10198,37,CUST-1037,Enterprise Client 37,San Francisco,3,API Gateway Enterprise,Cloud Software,26668.1,3,COMPLETED,2026-04-18 12:05:00
199,ORD-2026-10199,20,CUST-1020,Enterprise Client 20,Chicago,3,API Gateway Enterprise,Cloud Software,44957.61,5,COMPLETED,2026-04-10 15:10:00
200,ORD-2026-10200,47,CUST-1047,Enterprise Client 47,Seattle,10,GPU Acceleration Node,AI Infrastructure,69525.81,5,COMPLETED,2026-07-19 14:03:00
201,ORD-2026-10201,44,CUST-1044,Enterprise Client 44,Austin,9,Predictive Engine AI,Analytics Suite,5641.36,1,CANCELLED,2026-02-13 15:39:00
202,ORD-2026-10202,26,CUST-1026,Enterprise Client 26,Tokyo,14,Security Audit Agent,Cybersecurity,8904.1,4,PENDING,2026-04-25 17:59:00
203,ORD-2026-10203,41,CUST-1041,Enterprise Client 41,Seattle,12,LLM Inference Engine,AI Infrastructure,29896.12,3,CANCELLED,2026-03-05 12:51:00
204,ORD-2026-10204,37,CUST-1037,Enterprise Client 37,San Francisco,7,BI Analytics Studio,Analytics Suite,34899.79,4,COMPLETED,2026-01-12 09:36:00
205,ORD-2026-10205,27,CUST-1027,Enterprise Client 27,Toronto,6,Edge Compute Gateway,Enterprise Hardware,16202.46,3,COMPLETED,2026-06-26 14:23:00
206,ORD-2026-10206,47,CUST-1047,Enterprise Client 47,Seattle,13,Zero Trust Shield,Cybersecurity,12185.79,5,COMPLETED,2026-07-25 16:28:00
207,ORD-2026-10207,24,CUST-1024,Enterprise Client 24,Toronto,4,Quantum Blade Server X1,Enterprise Hardware,7647.1,1,COMPLETED,2026-08-03 11:12:00
208,ORD-2026-10208,9,CUST-1009,Enterprise Client 9,Tokyo,5,Storage Array SAN-500,Enterprise Hardware,28018.31,3,CANCELLED,2026-04-27 14:44:00
209,ORD-2026-10209,48,CUST-1048,Enterprise Client 48,Sydney,12,LLM Inference Engine,AI Infrastructure,28900.81,3,COMPLETED,2026-01-30 15:25:00
210,ORD-2026-10210,38,CUST-1038,Enterprise Client 38,Berlin,4,Quantum Blade Server X1,Enterprise Hardware,15153.36,2,COMPLETED,2026-05-15 18:38:00
211,ORD-2026-10211,33,CUST-1033,Enterprise Client 33,Seattle,14,Security Audit Agent,Cybersecurity,11902.14,5,COMPLETED,2026-07-02 13:34:00
212,ORD-2026-10212,10,CUST-1010,Enterprise Client 10,Austin,14,Security Audit Agent,Cybersecurity,4623.95,2,CANCELLED,2026-01-15 11:02:00
213,ORD-2026-10213,1,CUST-1001,Enterprise Client 1,San Francisco,14,Security Audit Agent,Cybersecurity,9280.14,4,COMPLETED,2026-05-04 17:34:00
214,ORD-2026-10214,10,CUST-1010,Enterprise Client 10,Austin,15,Identity Vault Pro,Cybersecurity,25217.99,4,CANCELLED,2026-03-11 16:50:00
215,ORD-2026-10215,50,CUST-1050,Enterprise Client 50,Austin,2,Cloud Sync Pro,Cloud Software,48016.97,4,COMPLETED,2026-02-06 14:16:00
216,ORD-2026-10216,43,CUST-1043,Enterprise Client 43,Tokyo,5,Storage Array SAN-500,Enterprise Hardware,17083.67,2,PENDING,2026-05-10 11:34:00
217,ORD-2026-10217,10,CUST-1010,Enterprise Client 10,Austin,8,Stream Processing Hub,Analytics Suite,39046.79,3,COMPLETED,2026-05-06 10:27:00
218,ORD-2026-10218,10,CUST-1010,Enterprise Client 10,Austin,9,Predictive Engine AI,Analytics Suite,21037.15,4,COMPLETED,2026-08-17 09:18:00
219,ORD-2026-10219,48,CUST-1048,Enterprise Client 48,Sydney,12,LLM Inference Engine,AI Infrastructure,20431.78,2,COMPLETED,2026-05-10 15:14:00
220,ORD-2026-10220,47,CUST-1047,Enterprise Client 47,Seattle,10,GPU Acceleration Node,AI Infrastructure,44774.36,3,CANCELLED,2026-01-09 13:07:00
221,ORD-2026-10221,26,CUST-1026,Enterprise Client 26,Tokyo,5,Storage Array SAN-500,Enterprise Hardware,49157.14,5,COMPLETED,2026-02-07 18:24:00
222,ORD-2026-10222,43,CUST-1043,Enterprise Client 43,Tokyo,10,GPU Acceleration Node,AI Infrastructure,40725.14,3,COMPLETED,2026-06-22 15:51:00
223,ORD-2026-10223,40,CUST-1040,Enterprise Client 40,London,13,Zero Trust Shield,Cybersecurity,7393.38,3,PENDING,2026-01-02 13:58:00
224,ORD-2026-10224,37,CUST-1037,Enterprise Client 37,San Francisco,7,BI Analytics Studio,Analytics Suite,18815.59,2,COMPLETED,2026-03-04 17:18:00
225,ORD-2026-10225,28,CUST-1028,Enterprise Client 28,New York,7,BI Analytics Studio,Analytics Suite,51390.85,5,PENDING,2026-04-22 13:20:00
226,ORD-2026-10226,22,CUST-1022,Enterprise Client 22,Austin,8,Stream Processing Hub,Analytics Suite,41507.3,3,COMPLETED,2026-07-04 16:03:00
227,ORD-2026-10227,42,CUST-1042,Enterprise Client 42,Austin,5,Storage Array SAN-500,Enterprise Hardware,47234.65,5,COMPLETED,2026-01-04 17:42:00
228,ORD-2026-10228,8,CUST-1008,Enterprise Client 8,Seattle,1,DataPulse Suite v4,Cloud Software,15253.49,1,CANCELLED,2026-08-12 09:51:00
229,ORD-2026-10229,15,CUST-1015,Enterprise Client 15,Sydney,2,Cloud Sync Pro,Cloud Software,22238.76,2,COMPLETED,2026-06-07 16:41:00
230,ORD-2026-10230,40,CUST-1040,Enterprise Client 40,London,3,API Gateway Enterprise,Cloud Software,32503.6,4,COMPLETED,2026-07-08 10:34:00
231,ORD-2026-10231,12,CUST-1012,Enterprise Client 12,Chicago,14,Security Audit Agent,Cybersecurity,2491.19,1,CANCELLED,2026-03-06 11:21:00
232,ORD-2026-10232,3,CUST-1003,Enterprise Client 3,Seattle,3,API Gateway Enterprise,Cloud Software,47768.59,5,CANCELLED,2026-01-17 11:48:00
233,ORD-2026-10233,17,CUST-1017,Enterprise Client 17,San Francisco,6,Edge Compute Gateway,Enterprise Hardware,16122.48,3,COMPLETED,2026-07-04 12:56:00
234,ORD-2026-10234,6,CUST-1006,Enterprise Client 6,Seattle,12,LLM Inference Engine,AI Infrastructure,9598.8,1,CANCELLED,2026-04-11 14:54:00
235,ORD-2026-10235,14,CUST-1014,Enterprise Client 14,Seattle,9,Predictive Engine AI,Analytics Suite,26612.02,5,COMPLETED,2026-01-23 10:34:00
236,ORD-2026-10236,38,CUST-1038,Enterprise Client 38,Berlin,3,API Gateway Enterprise,Cloud Software,16339.93,2,COMPLETED,2026-01-20 12:12:00
237,ORD-2026-10237,38,CUST-1038,Enterprise Client 38,Berlin,15,Identity Vault Pro,Cybersecurity,24871.9,4,COMPLETED,2026-04-03 17:14:00
238,ORD-2026-10238,15,CUST-1015,Enterprise Client 15,Sydney,4,Quantum Blade Server X1,Enterprise Hardware,24269.99,3,COMPLETED,2026-04-20 08:20:00
239,ORD-2026-10239,5,CUST-1005,Enterprise Client 5,Austin,10,GPU Acceleration Node,AI Infrastructure,14277.67,1,COMPLETED,2026-02-21 11:30:00
240,ORD-2026-10240,39,CUST-1039,Enterprise Client 39,Seattle,5,Storage Array SAN-500,Enterprise Hardware,9028.46,1,CANCELLED,2026-06-29 12:46:00
241,ORD-2026-10241,17,CUST-1017,Enterprise Client 17,San Francisco,6,Edge Compute Gateway,Enterprise Hardware,15334.23,3,CANCELLED,2026-02-24 16:37:00
242,ORD-2026-10242,37,CUST-1037,Enterprise Client 37,San Francisco,4,Quantum Blade Server X1,Enterprise Hardware,30067.22,4,CANCELLED,2026-01-20 11:47:00
243,ORD-2026-10243,19,CUST-1019,Enterprise Client 19,London,14,Security Audit Agent,Cybersecurity,11162.74,5,COMPLETED,2026-04-11 17:55:00
244,ORD-2026-10244,9,CUST-1009,Enterprise Client 9,Tokyo,6,Edge Compute Gateway,Enterprise Hardware,11461.72,2,COMPLETED,2026-01-04 10:36:00
245,ORD-2026-10245,36,CUST-1036,Enterprise Client 36,Toronto,14,Security Audit Agent,Cybersecurity,6745.34,3,COMPLETED,2026-04-03 15:10:00
246,ORD-2026-10246,9,CUST-1009,Enterprise Client 9,Tokyo,2,Cloud Sync Pro,Cloud Software,61907.79,5,COMPLETED,2026-04-11 13:05:00
247,ORD-2026-10247,44,CUST-1044,Enterprise Client 44,Austin,4,Quantum Blade Server X1,Enterprise Hardware,21937.34,3,COMPLETED,2026-02-09 18:10:00
248,ORD-2026-10248,36,CUST-1036,Enterprise Client 36,Toronto,12,LLM Inference Engine,AI Infrastructure,9692.08,1,PENDING,2026-01-06 16:54:00
249,ORD-2026-10249,18,CUST-1018,Enterprise Client 18,Tokyo,6,Edge Compute Gateway,Enterprise Hardware,5849.3,1,COMPLETED,2026-05-18 08:23:00
250,ORD-2026-10250,19,CUST-1019,Enterprise Client 19,London,8,Stream Processing Hub,Analytics Suite,12776.56,1,COMPLETED,2026-04-25 10:59:00
251,ORD-2026-10251,17,CUST-1017,Enterprise Client 17,San Francisco,12,LLM Inference Engine,AI Infrastructure,39218.78,4,COMPLETED,2026-05-08 09:53:00
252,ORD-2026-10252,13,CUST-1013,Enterprise Client 13,Sydney,2,Cloud Sync Pro,Cloud Software,12551.42,1,CANCELLED,2026-07-27 15:56:00
253,ORD-2026-10253,30,CUST-1030,Enterprise Client 30,Sydney,14,Security Audit Agent,Cybersecurity,11711.24,5,COMPLETED,2026-03-17 17:56:00
254,ORD-2026-10254,47,CUST-1047,Enterprise Client 47,Seattle,12,LLM Inference Engine,AI Infrastructure,31217.77,3,COMPLETED,2026-01-06 12:47:00
255,ORD-2026-10255,3,CUST-1003,Enterprise Client 3,Seattle,12,LLM Inference Engine,AI Infrastructure,45054.22,5,COMPLETED,2026-04-18 17:54:00
256,ORD-2026-10256,47,CUST-1047,Enterprise Client 47,Seattle,13,Zero Trust Shield,Cybersecurity,9099.5,4,COMPLETED,2026-07-17 13:25:00
257,ORD-2026-10257,25,CUST-1025,Enterprise Client 25,Berlin,15,Identity Vault Pro,Cybersecurity,12596.54,2,CANCELLED,2026-06-12 09:10:00
258,ORD-2026-10258,33,CUST-1033,Enterprise Client 33,Seattle,15,Identity Vault Pro,Cybersecurity,18504.71,3,COMPLETED,2026-06-11 09:19:00
259,ORD-2026-10259,40,CUST-1040,Enterprise Client 40,London,15,Identity Vault Pro,Cybersecurity,17302.06,3,PENDING,2026-07-06 14:09:00
260,ORD-2026-10260,21,CUST-1021,Enterprise Client 21,Sydney,12,LLM Inference Engine,AI Infrastructure,19099.1,2,PENDING,2026-07-30 08:50:00
261,ORD-2026-10261,37,CUST-1037,Enterprise Client 37,San Francisco,14,Security Audit Agent,Cybersecurity,4956.85,2,PENDING,2026-05-20 11:32:00
262,ORD-2026-10262,18,CUST-1018,Enterprise Client 18,Tokyo,6,Edge Compute Gateway,Enterprise Hardware,22373.84,4,CANCELLED,2026-03-22 15:28:00
263,ORD-2026-10263,32,CUST-1032,Enterprise Client 32,Berlin,3,API Gateway Enterprise,Cloud Software,45268.11,5,CANCELLED,2026-02-19 16:07:00
264,ORD-2026-10264,12,CUST-1012,Enterprise Client 12,Chicago,14,Security Audit Agent,Cybersecurity,12501.12,5,COMPLETED,2026-07-19 12:13:00
265,ORD-2026-10265,31,CUST-1031,Enterprise Client 31,Berlin,13,Zero Trust Shield,Cybersecurity,11065.82,5,PENDING,2026-04-18 12:18:00
266,ORD-2026-10266,28,CUST-1028,Enterprise Client 28,New York,4,Quantum Blade Server X1,Enterprise Hardware,24528.9,3,COMPLETED,2026-02-02 10:18:00
267,ORD-2026-10267,28,CUST-1028,Enterprise Client 28,New York,7,BI Analytics Studio,Analytics Suite,43843.88,5,COMPLETED,2026-02-20 14:10:00
268,ORD-2026-10268,28,CUST-1028,Enterprise Client 28,New York,2,Cloud Sync Pro,Cloud Software,11967.24,1,COMPLETED,2026-08-19 09:48:00
269,ORD-2026-10269,36,CUST-1036,Enterprise Client 36,Toronto,6,Edge Compute Gateway,Enterprise Hardware,5171.36,1,COMPLETED,2026-08-17 12:53:00
270,ORD-2026-10270,26,CUST-1026,Enterprise Client 26,Tokyo,2,Cloud Sync Pro,Cloud Software,23663.45,2,PENDING,2026-02-16 15:29:00
271,ORD-2026-10271,35,CUST-1035,Enterprise Client 35,Berlin,10,GPU Acceleration Node,AI Infrastructure,46864.24,3,CANCELLED,2026-04-23 08:20:00
272,ORD-2026-10272,12,CUST-1012,Enterprise Client 12,Chicago,7,BI Analytics Studio,Analytics Suite,46503.73,5,COMPLETED,2026-07-26 14:29:00
273,ORD-2026-10273,38,CUST-1038,Enterprise Client 38,Berlin,8,Stream Processing Hub,Analytics Suite,29569.45,2,COMPLETED,2026-03-13 18:13:00
274,ORD-2026-10274,23,CUST-1023,Enterprise Client 23,Seattle,7,BI Analytics Studio,Analytics Suite,9645.46,1,COMPLETED,2026-05-01 08:37:00
275,ORD-2026-10275,40,CUST-1040,Enterprise Client 40,London,13,Zero Trust Shield,Cybersecurity,4878.12,2,COMPLETED,2026-02-07 09:58:00
276,ORD-2026-10276,23,CUST-1023,Enterprise Client 23,Seattle,5,Storage Array SAN-500,Enterprise Hardware,9533.5,1,COMPLETED,2026-03-13 14:08:00
277,ORD-2026-10277,48,CUST-1048,Enterprise Client 48,Sydney,7,BI Analytics Studio,Analytics Suite,42386.28,4,PENDING,2026-07-01 08:25:00
278,ORD-2026-10278,15,CUST-1015,Enterprise Client 15,Sydney,5,Storage Array SAN-500,Enterprise Hardware,46191.68,5,COMPLETED,2026-04-23 12:58:00
279,ORD-2026-10279,43,CUST-1043,Enterprise Client 43,Tokyo,5,Storage Array SAN-500,Enterprise Hardware,16640.27,2,COMPLETED,2026-05-13 10:54:00
280,ORD-2026-10280,12,CUST-1012,Enterprise Client 12,Chicago,6,Edge Compute Gateway,Enterprise Hardware,22001.68,4,COMPLETED,2026-01-03 14:22:00
281,ORD-2026-10281,45,CUST-1045,Enterprise Client 45,New York,14,Security Audit Agent,Cybersecurity,2448.81,1,COMPLETED,2026-08-09 10:51:00
282,ORD-2026-10282,44,CUST-1044,Enterprise Client 44,Austin,12,LLM Inference Engine,AI Infrastructure,19698.27,2,PENDING,2026-03-01 18:48:00
283,ORD-2026-10283,25,CUST-1025,Enterprise Client 25,Berlin,11,Model Training Pipeline,AI Infrastructure,36814.93,4,PENDING,2026-07-07 12:46:00
284,ORD-2026-10284,3,CUST-1003,Enterprise Client 3,Seattle,14,Security Audit Agent,Cybersecurity,4849.33,2,COMPLETED,2026-05-03 12:25:00
285,ORD-2026-10285,49,CUST-1049,Enterprise Client 49,Seattle,6,Edge Compute Gateway,Enterprise Hardware,15167.99,3,COMPLETED,2026-07-24 11:58:00
286,ORD-2026-10286,32,CUST-1032,Enterprise Client 32,Berlin,1,DataPulse Suite v4,Cloud Software,59892.0,4,COMPLETED,2026-06-11 13:19:00
287,ORD-2026-10287,6,CUST-1006,Enterprise Client 6,Seattle,5,Storage Array SAN-500,Enterprise Hardware,9823.73,1,COMPLETED,2026-01-07 08:37:00
288,ORD-2026-10288,33,CUST-1033,Enterprise Client 33,Seattle,4,Quantum Blade Server X1,Enterprise Hardware,39512.28,5,COMPLETED,2026-03-03 16:58:00
289,ORD-2026-10289,19,CUST-1019,Enterprise Client 19,London,2,Cloud Sync Pro,Cloud Software,21238.13,2,PENDING,2026-05-12 15:39:00
290,ORD-2026-10290,27,CUST-1027,Enterprise Client 27,Toronto,5,Storage Array SAN-500,Enterprise Hardware,16908.24,2,COMPLETED,2026-02-25 15:32:00
291,ORD-2026-10291,37,CUST-1037,Enterprise Client 37,San Francisco,8,Stream Processing Hub,Analytics Suite,13141.16,1,COMPLETED,2026-07-04 09:48:00
292,ORD-2026-10292,11,CUST-1011,Enterprise Client 11,New York,5,Storage Array SAN-500,Enterprise Hardware,28293.11,3,CANCELLED,2026-07-18 18:05:00
293,ORD-2026-10293,31,CUST-1031,Enterprise Client 31,Berlin,1,DataPulse Suite v4,Cloud Software,39827.57,3,COMPLETED,2026-06-27 18:21:00
294,ORD-2026-10294,40,CUST-1040,Enterprise Client 40,London,6,Edge Compute Gateway,Enterprise Hardware,22788.55,4,COMPLETED,2026-04-02 15:24:00
295,ORD-2026-10295,16,CUST-1016,Enterprise Client 16,San Francisco,2,Cloud Sync Pro,Cloud Software,33251.4,3,COMPLETED,2026-07-22 12:32:00
296,ORD-2026-10296,3,CUST-1003,Enterprise Client 3,Seattle,2,Cloud Sync Pro,Cloud Software,57081.26,5,COMPLETED,2026-03-10 11:05:00
297,ORD-2026-10297,16,CUST-1016,Enterprise Client 16,San Francisco,3,API Gateway Enterprise,Cloud Software,34069.07,4,COMPLETED,2026-04-07 08:44:00
298,ORD-2026-10298,43,CUST-1043,Enterprise Client 43,Tokyo,10,GPU Acceleration Node,AI Infrastructure,60271.36,4,PENDING,2026-02-15 16:13:00
299,ORD-2026-10299,10,CUST-1010,Enterprise Client 10,Austin,5,Storage Array SAN-500,Enterprise Hardware,28778.7,3,COMPLETED,2026-07-01 17:23:00
300,ORD-2026-10300,34,CUST-1034,Enterprise Client 34,Berlin,3,API Gateway Enterprise,Cloud Software,18813.72,2,COMPLETED,2026-06-22 11:21:00
301,ORD-2026-10301,36,CUST-1036,Enterprise Client 36,Toronto,8,Stream Processing Hub,Analytics Suite,74409.23,5,COMPLETED,2026-04-29 12:51:00
302,ORD-2026-10302,50,CUST-1050,Enterprise Client 50,Austin,8,Stream Processing Hub,Analytics Suite,26705.02,2,COMPLETED,2026-07-19 10:11:00
303,ORD-2026-10303,23,CUST-1023,Enterprise Client 23,Seattle,4,Quantum Blade Server X1,Enterprise Hardware,37278.1,5,PENDING,2026-08-13 11:10:00
304,ORD-2026-10304,38,CUST-1038,Enterprise Client 38,Berlin,12,LLM Inference Engine,AI Infrastructure,20002.65,2,CANCELLED,2026-01-29 12:06:00
305,ORD-2026-10305,47,CUST-1047,Enterprise Client 47,Seattle,9,Predictive Engine AI,Analytics Suite,17965.26,3,PENDING,2026-02-02 16:02:00
306,ORD-2026-10306,43,CUST-1043,Enterprise Client 43,Tokyo,13,Zero Trust Shield,Cybersecurity,8784.19,4,COMPLETED,2026-02-03 10:53:00
307,ORD-2026-10307,23,CUST-1023,Enterprise Client 23,Seattle,1,DataPulse Suite v4,Cloud Software,42548.5,3,PENDING,2026-08-07 09:41:00
308,ORD-2026-10308,9,CUST-1009,Enterprise Client 9,Tokyo,10,GPU Acceleration Node,AI Infrastructure,15169.4,1,COMPLETED,2026-07-25 09:47:00
309,ORD-2026-10309,11,CUST-1011,Enterprise Client 11,New York,2,Cloud Sync Pro,Cloud Software,12477.5,1,COMPLETED,2026-02-11 16:32:00
310,ORD-2026-10310,2,CUST-1002,Enterprise Client 2,Seattle,14,Security Audit Agent,Cybersecurity,13185.83,5,COMPLETED,2026-06-07 18:06:00
311,ORD-2026-10311,29,CUST-1029,Enterprise Client 29,Toronto,8,Stream Processing Hub,Analytics Suite,13445.4,1,PENDING,2026-06-05 14:32:00
312,ORD-2026-10312,49,CUST-1049,Enterprise Client 49,Seattle,13,Zero Trust Shield,Cybersecurity,5026.44,2,CANCELLED,2026-01-16 12:56:00
313,ORD-2026-10313,14,CUST-1014,Enterprise Client 14,Seattle,15,Identity Vault Pro,Cybersecurity,6184.89,1,COMPLETED,2026-04-22 15:25:00
314,ORD-2026-10314,10,CUST-1010,Enterprise Client 10,Austin,6,Edge Compute Gateway,Enterprise Hardware,27426.5,5,COMPLETED,2026-04-28 15:42:00
315,ORD-2026-10315,28,CUST-1028,Enterprise Client 28,New York,9,Predictive Engine AI,Analytics Suite,5400.84,1,COMPLETED,2026-03-31 11:13:00
316,ORD-2026-10316,33,CUST-1033,Enterprise Client 33,Seattle,4,Quantum Blade Server X1,Enterprise Hardware,16308.58,2,CANCELLED,2026-08-08 10:17:00
317,ORD-2026-10317,21,CUST-1021,Enterprise Client 21,Sydney,15,Identity Vault Pro,Cybersecurity,16258.51,3,CANCELLED,2026-06-11 18:00:00
318,ORD-2026-10318,34,CUST-1034,Enterprise Client 34,Berlin,10,GPU Acceleration Node,AI Infrastructure,70908.36,5,COMPLETED,2026-04-21 13:10:00
319,ORD-2026-10319,28,CUST-1028,Enterprise Client 28,New York,14,Security Audit Agent,Cybersecurity,6724.98,3,PENDING,2026-08-18 14:06:00
320,ORD-2026-10320,3,CUST-1003,Enterprise Client 3,Seattle,12,LLM Inference Engine,AI Infrastructure,9017.45,1,COMPLETED,2026-08-07 18:40:00
321,ORD-2026-10321,15,CUST-1015,Enterprise Client 15,Sydney,9,Predictive Engine AI,Analytics Suite,5957.89,1,COMPLETED,2026-02-06 11:58:00
322,ORD-2026-10322,40,CUST-1040,Enterprise Client 40,London,14,Security Audit Agent,Cybersecurity,11766.27,5,PENDING,2026-01-17 08:07:00
323,ORD-2026-10323,39,CUST-1039,Enterprise Client 39,Seattle,2,Cloud Sync Pro,Cloud Software,23928.28,2,COMPLETED,2026-02-13 18:48:00
324,ORD-2026-10324,23,CUST-1023,Enterprise Client 23,Seattle,12,LLM Inference Engine,AI Infrastructure,17988.56,2,COMPLETED,2026-03-24 18:21:00
325,ORD-2026-10325,24,CUST-1024,Enterprise Client 24,Toronto,3,API Gateway Enterprise,Cloud Software,46109.04,5,PENDING,2026-02-28 15:22:00
326,ORD-2026-10326,30,CUST-1030,Enterprise Client 30,Sydney,3,API Gateway Enterprise,Cloud Software,37930.19,4,PENDING,2026-04-23 16:40:00
327,ORD-2026-10327,21,CUST-1021,Enterprise Client 21,Sydney,9,Predictive Engine AI,Analytics Suite,26516.52,5,COMPLETED,2026-04-28 12:11:00
328,ORD-2026-10328,28,CUST-1028,Enterprise Client 28,New York,1,DataPulse Suite v4,Cloud Software,13058.72,1,PENDING,2026-04-26 16:11:00
329,ORD-2026-10329,35,CUST-1035,Enterprise Client 35,Berlin,11,Model Training Pipeline,AI Infrastructure,24646.48,3,COMPLETED,2026-06-25 18:22:00
330,ORD-2026-10330,4,CUST-1004,Enterprise Client 4,Toronto,7,BI Analytics Studio,Analytics Suite,47322.26,5,COMPLETED,2026-03-30 09:47:00
331,ORD-2026-10331,50,CUST-1050,Enterprise Client 50,Austin,13,Zero Trust Shield,Cybersecurity,7707.79,3,COMPLETED,2026-07-07 11:36:00
332,ORD-2026-10332,27,CUST-1027,Enterprise Client 27,Toronto,8,Stream Processing Hub,Analytics Suite,14770.53,1,COMPLETED,2026-07-25 08:08:00
333,ORD-2026-10333,12,CUST-1012,Enterprise Client 12,Chicago,12,LLM Inference Engine,AI Infrastructure,20307.29,2,CANCELLED,2026-03-26 16:44:00
334,ORD-2026-10334,40,CUST-1040,Enterprise Client 40,London,4,Quantum Blade Server X1,Enterprise Hardware,15479.39,2,CANCELLED,2026-05-17 14:43:00
